Stream,Core Subjects,Optional Subject,Hobbies,Extracurricular Activities,Preferred Career,Possible Courses
Science_PCB,"Physics, Chemistry, Biology",Biology,Painting,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Writing,Debate Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Investing,Stock Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Commerce,"Accounts, Business Studies, Economics",Math,Gaming,Debate Club,Economist,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Fitness,Stock Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Sociology,Gaming,Literature Fest,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Gaming,Debate Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Gaming,MUN,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Arts,"History, Political Science, Sociology",Fine Arts,Theater,NCC,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Blogging,Music Band,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Physical Education,Poetry,Athletics,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Fitness,Art Exhibitions,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Fine Arts,Photography,Drama Club,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Blogging,Stock Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Painting,Olympiads,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Writing,Debate Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Physical Education,Chess,Entrepreneurship Club,Psychologist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Theater,Science Fair,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Coding,Robotics Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Coding,Art Exhibitions,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Chess,NCC,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,Entrepreneurship Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Chess,Literature Fest,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Gaming,Literature Fest,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Dance,Drama Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,Stock Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Investing,MUN,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Photography,Athletics,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Arts,"History, Political Science, Sociology",Physical Education,Painting,MUN,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Drama Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Dance,Drama Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Commerce,"Accounts, Business Studies, Economics",Math,Dance,Art Exhibitions,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Theater,Literature Fest,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Painting,NCC,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Writing,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Writing,MUN,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Photography,Athletics,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Theater,Drama Club,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Investing,MUN,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Photography,Art Exhibitions,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Gaming,Debate Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Fitness,Music Band,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Investing,Robotics Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Music,Robotics Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Biology,Writing,MUN,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Gaming,Literature Fest,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Dance,MUN,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Physical Education,Blogging,Science Fair,Teacher,"B.Ed, B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Fitness,Olympiads,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Poetry,Literature Fest,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Fitness,Athletics,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Music,MUN,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Dance,Stock Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Sociology,Investing,Music Band,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Fine Arts,Writing,Art Exhibitions,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Sports,Entrepreneurship Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Chess,Literature Fest,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Investing,Science Fair,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Fine Arts,Chess,MUN,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Writing,Science Fair,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Fitness,Robotics Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Poetry,Entrepreneurship Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Theater,Robotics Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Fine Arts,Fitness,Entrepreneurship Club,Psychologist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Psychology,Writing,Entrepreneurship Club,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Physical Education,Chess,Athletics,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCM,"Physics, Chemistry, Math",Biology,Coding,Entrepreneurship Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Physical Education,Theater,Olympiads,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Sociology,Music,Entrepreneurship Club,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Theater,Robotics Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Blogging,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Sports,Music Band,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Painting,Athletics,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Dance,Art Exhibitions,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Fitness,NCC,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,MUN,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Writing,MUN,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Chess,Athletics,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Chess,Art Exhibitions,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Investing,Science Fair,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Sports,Robotics Club,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCM,"Physics, Chemistry, Math",Biology,Photography,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Music,Art Exhibitions,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Sports,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Fitness,Debate Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Blogging,Stock Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Coding,Music Band,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Psychology,Painting,NCC,Lawyer,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Fitness,Drama Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Physical Education,Chess,Athletics,Teacher,"B.Ed, B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts)"
Arts,"History, Political Science, Sociology",Fine Arts,Writing,MUN,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Fitness,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Music,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Fine Arts,Coding,Debate Club,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Fitness,Drama Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Painting,Athletics,Lawyer,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Music,Stock Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Fitness,NCC,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Sports,Debate Club,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Photography,Athletics,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Blogging,Entrepreneurship Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Dance,Debate Club,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Fitness,Entrepreneurship Club,Business Manager,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Chess,Entrepreneurship Club,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
